index,genre,id,title,popularity,runtime,vote_avg,vote_count,cast,director
918,Crime Drama Thriller,388,Inside Man,45.220386,129,7.3,1630,Denzel Washington Clive Owen Jodie Foster Christopher Plummer Willem Dafoe,Spike Lee
919,Drama Action Thriller Crime,2112,Payback,17.457947,100,6.7,548,Mel Gibson Kris Kristofferson Gregg Henry Maria Bello David Paymer,Brian Helgeland
920,Action Adventure Drama Mystery Science Fiction,10329,Congo,10.755847,109,5,213,Laura Linney Dylan Walsh Ernie Hudson Tim Curry Grant Heslov,Frank Marshall
921,Drama Comedy Family,74465,We Bought a Zoo,38.629763,124,6.5,909,Matt Damon Scarlett Johansson Thomas Haden Church Colin Ford Maggie Elizabeth Jones,Cameron Crowe
923,Comedy,6877,Failure to Launch,18.806031,97,5.5,399,Matthew McConaughey Sarah Jessica Parker Zooey Deschanel Justin Bartha Bradley Cooper,Tom Dey
924,Drama Horror Thriller,10320,The Ring Two,32.233713,110,5.4,632,Naomi Watts Simon Baker Elizabeth Perkins David Dorfman Gary Cole,Hideo Nakata
925,Comedy Drama Romance,50646,"Crazy, Stupid, Love.",37.990705,118,7,2443,Steve Carell Julianne Moore Ryan Gosling Emma Stone Marisa Tomei,Glenn Ficarra
926,Animation Comedy Family,8920,Garfield,17.667826,80,5.2,820,Bill Murray Breckin Meyer Jennifer Love Hewitt Stephen Tobolowsky Evan Arnold,Peter Hewitt
927,Comedy Family,13673,Christmas with the Kranks,9.225166,99,5.2,193,Tim Allen Jamie Lee Curtis Dan Aykroyd M. Emmet Walsh Elizabeth Franz,Joe Roth
928,Drama,60308,Moneyball,46.180421,133,7,1381,Brad Pitt Jonah Hill Philip Seymour Hoffman Robin Wright Chris Pratt,Bennett Miller
929,Action Drama Science Fiction Thriller,6950,Outbreak,30.397496,127,6.3,513,Dustin Hoffman Rene Russo Morgan Freeman Kevin Spacey Cuba Gooding Jr.,Wolfgang Petersen
930,Action Thriller Mystery,225574,Non-Stop,83.295796,106,6.8,2268,Liam Neeson Julianne Moore Scoot McNairy Michelle Dockery Nate Parker,Jaume Collet-Serra
931,Adventure Family Fantasy Science Fiction Thriller,13836,Race to Witch Mountain,23.935053,98,5.5,509,Dwayne Johnson AnnaSophia Robb Alexander Ludwig Carla Gugino Chris Marquette,Andy Fickman
932,Action Thriller Fantasy,752,V for Vendetta,84.630969,132,7.7,4442,Natalie Portman Hugo Weaving Stephen Rea Stephen Fry John Hurt,James McTeigue
933,Action Adventure Comedy Western,6038,Shanghai Knights,16.251204,115,6,692,Jackie Chan Owen Wilson Fann Wong Aaron Taylor-Johnson Aidan Gillen,David Dobkin
934,Adventure Animation Comedy Family,9975,Curious George,9.894346,86,6.2,106,Will Ferrell Drew Barrymore David Cross Eugene Levy Dick Van Dyke,Matthew O'Callaghan
935,Comedy Family Adventure Fantasy Romance,11451,Herbie Fully Loaded,12.050755,101,5.1,542,Lindsay Lohan Michael Keaton Matt Dillon Breckin Meyer Justin Long,Angela Robinson
936,Thriller,12103,Don't Say a Word,11.596207,113,6,220,Michael Douglas Sean Bean Brittany Murphy Skye McCole Bartusiak Guy Torry,Gary Fleder
937,Fantasy Horror Action,60304,Hansel & Gretel: Witch Hunters,53.02787,88,5.7,3239,Jeremy Renner Gemma Arterton Famke Janssen Pihla Viitala Derek Mears,Tommy Wirkola
938,Thriller Drama,2251,Unfaithful,14.382253,124,6.3,276,Richard Gere Diane Lane Olivier Martinez Erik Per Sullivan Zeljko Ivanek,Adrian Lyne
939,Action Thriller Science Fiction Adventure,46529,I Am Number Four,43.450266,109,5.9,1567,Alex Pettyfer Timothy Olyphant Teresa Palmer Dianna Agron Callan McAuliffe,D.J. Caruso
940,Drama Thriller,231,Syriana,16.871194,128,6.3,451,George Clooney Matt Damon Jeffrey Wright Chris Cooper Amanda Peet,Stephen Gaghan
941,Action Drama History Thriller War,300671,13 Hours: The Secret Soldiers of Benghazi,42.526529,144,7,938,James Badge Dale John Krasinski Max Martini Pablo Schreiber Toby Stephens,Michael Bay
942,Romance Animation Adventure Comedy Family,228326,The Book of Life,34.890999,95,7.3,755,Diego Luna Channing Tatum Zoe Saldana Christina Applegate Eugenio Derbez,Jorge R. Gutierrez
943,Thriller,9754,Firewall,18.186026,105,5.6,267,Harrison Ford Paul Bettany Virginia Madsen Carly Schroeder Jimmy Bennett,Richard Loncraine
944,Crime Drama Thriller,66,Absolute Power,13.576765,121,6.4,223,Clint Eastwood Gene Hackman Ed Harris Scott Glenn Laura Linney,Clint Eastwood
945,Action Drama,4421,G.I. Jane,19.434672,125,6,395,Demi Moore Viggo Mortensen Anne Bancroft Jason Beghe Daniel von Bargen,Ridley Scott
946,Drama Thriller Mystery,2649,The Game,62.925175,129,7.5,1506,Michael Douglas Sean Penn Deborah Kara Unger James Rebhorn Spike Jonze,David Fincher
947,Horror Mystery,588,Silent Hill,32.927994,125,6.3,1067,Radha Mitchell Sean Bean Laurie Holden Deborah Kara Unger Kim Coates,Christophe Gans
948,Comedy,10393,The Replacements,14.837288,118,6.1,203,Keanu Reeves Gene Hackman Brooke Langton Orlando Jones Faizon Love,Howard Deutch
949,Comedy,71552,American Reunion,39.920035,113,6.1,1611,Jason Biggs Alyson Hannigan Seann William Scott Chris Klein Thomas Ian Nicholas,Jon Hurwitz
950,Action Adventure Crime Drama Mystery,9631,The Negotiator,28.725621,140,6.8,582,Samuel L. Jackson Kevin Spacey David Morse Ron Rifkin John Spencer,F. Gary Gray
951,Action Thriller,216282,Into the Storm,20.566554,89,5.8,817,Richard Armitage Sarah Wayne Callies Matt Walsh Nathan Kress Alycia Debnam-Carey,Steven Quale
952,Action Comedy Crime,306,Beverly Hills Cop III,20.333953,104,5.5,434,Eddie Murphy Judge Reinhold H\u00e9ctor Elizondo Gilbert R. Hill Timothy Carhart,John Landis
953,Comedy Horror Fantasy,928,Gremlins 2: The New Batch,33.98637,106,6.2,652,Zach Galligan Phoebe Cates John Glover Robert Prosky Robert Picardo,Joe Dante
954,Drama,205587,The Judge,42.472324,141,7.2,1417,Robert Duvall Robert Downey Jr. Vera Farmiga Vincent D'Onofrio Jeremy Strong,David Dobkin
955,Action Thriller,6623,The Peacemaker,15.931084,124,5.8,255,George Clooney Nicole Kidman Marcel Iure\u0219 Goran Visnjic Armin Mueller-Stahl,Mimi Leder
956,Horror Action Science Fiction,1577,Resident Evil: Apocalypse,29.880122,94,6.1,1267,Milla Jovovich Sienna Guillory Oded Fehr Thomas Kretschmann Sophie Vavasseur,Alexander Witt
957,Comedy Romance,9801,Bridget Jones: The Edge of Reason,28.803802,108,6.1,750,Ren\u00e9e Zellweger Hugh Grant Colin Firth Jim Broadbent Gemma Jones,Beeban Kidron
958,Thriller Crime Drama,2116,Out of Time,14.993459,105,6.1,298,Denzel Washington Eva Mendes Sanaa Lathan John Billingsley Dean Cain,Carl Franklin
959,Action Thriller,9624,On Deadly Ground,9.114168,102,4.5,104,Steven Seagal Michael Caine Joan Chen John C. McGinley R. Lee Ermey,Steven Seagal
960,Adventure Family Science Fiction,14199,The Adventures of Sharkboy and Lavagirl,12.31101,92,4.4,269,Taylor Lautner Taylor Dooley Cayden Boyd David Arquette Kristin Davis,Robert Rodriguez
961,Drama Adventure Romance Thriller,1907,The Beach,41.362082,119,6.3,1233,Leonardo DiCaprio Guillaume Canet Tilda Swinton Virginie Ledoyen Staffan Kihlbom,Danny Boyle
962,Drama Comedy Romance,4599,Raising Helen,13.298205,119,5.9,189,Kate Hudson John Corbett Joan Cusack Hayden Panettiere Spencer Breslin,Garry Marshall
963,Action Crime Thriller,22832,Ninja Assassin,19.085403,99,6.2,371,Rain Naomie Harris Sung Kang Randall Duk Kim Rick Yune,James McTeigue
964,Drama Romance,10390,For Love of the Game,9.622345,137,6.3,88,Kevin Costner Kelly Preston John C. Reilly Jena Malone J.K. Simmons,Sam Raimi
965,Drama Thriller Crime,9879,Striptease,11.106006,115,4.4,205,Demi Moore Burt Reynolds Armand Assante Ving Rhames Robert Patrick,Andrew Bergman
966,Family Comedy,38579,Marmaduke,12.25622,87,5,149,Owen Wilson Emma Stone George Lopez Christopher Mintz-Plasse Steve Coogan,Tom Dey
967,Drama Fantasy,44603,Hereafter,13.365715,129,5.8,510,Matt Damon Bryce Dallas Howard George McLaren Thierry Neuvic Cyndi Mayo Davis,Clint Eastwood
968,Crime Drama Thriller,11892,Murder by Numbers,16.167093,120,6,268,Sandra Bullock Ben Chaplin Ryan Gosling Michael Pitt Agnes Bruckner,Barbet Schroeder
969,Action Adventure Crime Thriller,9691,Assassins,23.073933,132,6,387,Sylvester Stallone Antonio Banderas Julianne Moore Anatoli Davydov Muse Watson,Richard Donner
970,Crime Drama Thriller,1248,Hannibal Rising,6.567065,121,6,654,Gaspard Ulliel Aaran Thomas Gong Li Dominic West Rhys Ifans,Peter Webber
971,Comedy Drama Romance,12220,The Story of Us,6.22577,95,5.9,75,Bruce Willis Michelle Pfeiffer Rob Reiner Colleen Rennison Jake Sandvig,Rob Reiner
972,Action Adventure Romance Science Fiction Thriller,72710,The Host,42.933027,125,6,1817,Saoirse Ronan Diane Kruger Jake Abel William Hurt Frances Fisher,Andrew Niccol
973,Action Drama Mystery Thriller Crime,10782,Basic,19.226763,98,6.2,286,John Travolta Connie Nielsen Samuel L. Jackson Giovanni Ribisi Tim Daly,John McTiernan
974,Crime Drama Mystery Thriller,9573,Blood Work,10.089065,110,6.1,206,Clint Eastwood Jeff Daniels Anjelica Huston Wanda De Jesus Tina Lifford,Clint Eastwood
975,Drama Thriller Crime,4959,The International,13.391833,118,6,368,Clive Owen Naomi Watts Armin Mueller-Stahl Ulrich Thomsen Br\u00edan F. O'Byrne,Tom Tykwer
976,Action Adventure Science Fiction Thriller,10061,Escape from L.A.,21.637234,97,5.6,373,Kurt Russell Stacy Keach Steve Buscemi Pam Grier Cliff Robertson,John Carpenter
977,Adventure Animation Family Fantasy Science Fiction,10386,The Iron Giant,61.245957,86,7.6,1436,Eli Marienthal Jennifer Aniston Vin Diesel Christopher McDonald Harry Connick Jr.,Brad Bird
978,Adventure Comedy Drama,421,The Life Aquatic with Steve Zissou,25.237969,119,7.1,775,Bill Murray Anjelica Huston Cate Blanchett Willem Dafoe Owen Wilson,Wes Anderson
979,War Action Drama History Thriller,316152,Free State of Jones,21.589393,139,6.6,428,Matthew McConaughey Gugu Mbatha-Raw Mahershala Ali Keri Russell Jacob Lofland,Gary Ross
980,Drama Thriller Crime,11615,The Life of David Gale,22.442241,130,7.3,480,Kevin Spacey Kate Winslet Laura Linney Gabriel Mann Rhona Mitra,Alan Parker
981,Comedy Action,13498,Man of the House,6.004422,100,5.4,120,Tommy Lee Jones Cedric the Entertainer Christina Milian Paula Garc\u00e9s Monica Keena,Stephen Herek
982,Action Crime Drama Mystery Thriller,241554,Run All Night,74.64653,114,6.3,1148,Liam Neeson Ed Harris Joel Kinnaman Boyd Holbrook Bruce McGill,Jaume Collet-Serra
983,Thriller Crime Mystery,2252,Eastern Promises,35.481169,100,7.2,848,Naomi Watts Viggo Mortensen Vincent Cassel Armin Mueller-Stahl Sin\u00e9ad Cusack,David Cronenberg
984,Action Thriller Adventure Crime,11968,Into the Blue,14.723467,110,5.8,458,Paul Walker Jessica Alba Scott Caan Ashley Scott Josh Brolin,John Stockwell
986,Comedy,38319,Your Highness,21.408222,102,5.2,501,Danny McBride James Franco Natalie Portman Zooey Deschanel Justin Theroux,David Gordon Green
987,Drama Thriller Mystery,69668,Dream House,19.267479,84,5.8,391,Daniel Craig Naomi Watts Rachel Weisz Marton Csokas Elias Koteas,Jim Sheridan
988,Action Drama Thriller,9770,Mad City,3.314004,114,5.9,81,John Travolta Dustin Hoffman Mia Kirshner Alan Alda Robert Prosky,Costa-Gavras
989,Action Adventure Comedy Family,11212,Baby's Day Out,21.312186,99,5.8,274,Joe Mantegna Lara Flynn Boyle Joe Pantoliano Brian Haley Cynthia Nixon,Patrick Read Johnson
990,Drama History Romance,10533,The Scarlet Letter,7.44268,135,5.5,108,Demi Moore Gary Oldman Robert Duvall Robert Prosky Edward Hardwicke,Roland Joff\u00e9
991,Drama Thriller,38363,Fair Game,12.54949,108,6.5,235,Naomi Watts Sean Penn Ty Burrell Brooke Smith Bruce McGill,Doug Liman
992,Action Crime,9923,Domino,18.394571,127,6,444,Keira Knightley Mickey Rourke Edgar Ram\u00edrez Delroy Lindo Mo'Nique,Tony Scott
993,Action Thriller Mystery Romance,11863,Jade,8.189406,95,5.2,44,David Caruso Linda Fiorentino Chazz Palminteri Michael Biehn Richard Crenna,William Friedkin
994,Action Thriller Science Fiction,18501,Gamer,27.631262,95,5.6,760,Gerard Butler Michael C. Hall Logan Lerman Amber Valletta Terry Crews,Brian Taylor
995,Fantasy Drama Romance,109491,Beautiful Creatures,40.721373,124,5.6,984,Alden Ehrenreich Alice Englert Jeremy Irons Viola Davis Emmy Rossum,Richard LaGravenese
996,Comedy Crime Drama Thriller,9275,Death to Smoochy,11.329727,109,5.9,132,Robin Williams Catherine Keener Edward Norton Danny DeVito Jon Stewart,Danny DeVito
997,Comedy,329833,Zoolander 2,37.253774,100,4.7,797,Ben Stiller Owen Wilson Will Ferrell Pen\u00e9lope Cruz Kristen Wiig,Ben Stiller
998,Comedy Crime,12634,The Big Bounce,6.397388,88,5,76,Owen Wilson Morgan Freeman Gary Sinise Sara Foster Willie Nelson,George Armitage
999,Comedy Drama Romance Science Fiction,10416,What Planet Are You From?,2.275331,105,5.4,37,Garry Shandling Annette Bening John Goodman Greg Kinnear Linda Fiorentino,Mike Nichols
1000,Fantasy Thriller Action Crime,47327,Drive Angry,30.387148,105,5.3,600,Nicolas Cage Amber Heard William Fichtner Billy Burke David Morse,Patrick Lussier
1001,Action Adventure Science Fiction Thriller,15268,Street Fighter: The Legend of Chun-Li,8.139676,97,3.9,112,Kristin Kreuk Chris Klein Neal McDonough Michael Clarke Duncan Moon Bloodgood,Andrzej Bartkowiak
1002,Action Science Fiction Thriller,10796,The One,21.746245,87,5.7,437,Jet Li Jason Statham Carla Gugino Delroy Lindo James Morrison,James Wong
1003,Action Comedy Thriller Crime Mystery,9548,The Adventures of Ford Fairlane,2.808428,104,6.2,71,Andrew Dice Clay Wayne Newton Priscilla Presley Morris Day Lauren Holly,Renny Harlin
1004,Drama Comedy,18947,The Boat That Rocked,31.02233,116,7.2,666,Tom Sturridge Philip Seymour Hoffman Rhys Ifans Bill Nighy Emma Thompson,Richard Curtis
1005,Thriller Drama Crime,1900,Traffic,25.170217,147,6.9,562,Michael Douglas Benicio del Toro Jacob Vargas Tom\u00e1s Mili\u00e1n Russell G. Jones,Steven Soderbergh
1006,Adventure Action,89,Indiana Jones and the Last Crusade,80.972475,127,7.6,3152,Harrison Ford Sean Connery Denholm Elliott Alison Doody John Rhys-Davies,Steven Spielberg
1007,Drama Romance,96724,Anna Karenina,26.38704,130,6.5,639,Keira Knightley Jude Law Aaron Taylor-Johnson Kelly Macdonald Matthew Macfadyen,Joe Wright
1008,Crime Action Science Fiction,198184,Chappie,116.700319,120,6.6,3062,Sharlto Copley Dev Patel Ninja Yolandi Visser Jose Pablo Cantillo,Neill Blomkamp
1009,Drama Mystery Thriller Crime,9481,The Bone Collector,33.884459,118,6.5,826,Denzel Washington Angelina Jolie Queen Latifah Michael Rooker Michael McGlone,Phillip Noyce
1010,Crime Drama Thriller,4547,Panic Room,53.043124,111,6.5,1267,Jodie Foster Kristen Stewart Forest Whitaker Dwight Yoakam Jared Leto,David Fincher
1011,Horror,53953,The Tooth Fairy,0.716764,0,4.3,13,Lochlyn Munro Chandra West Steve Bacic Jianna Ballard Carrie Fleming,Chuck Bowman
1012,Action Adventure Comedy,6415,Three Kings,34.973086,114,6.6,692,George Clooney Mark Wahlberg Ice Cube Spike Jonze Cliff Curtis,David O. Russell
1013,Crime Thriller,181283,Child 44,40.371098,137,6.1,547,Tom Hardy Gary Oldman Noomi Rapace Joel Kinnaman Paddy Considine,Daniel Espinosa
1014,Adventure Comedy,9896,Rat Race,18.60049,112,6,518,Cuba Gooding Jr. Seth Green Whoopi Goldberg Breckin Meyer Amy Smart,Jerry Zucker
1015,Drama Science Fiction,167,K-PAX,30.920075,120,7.1,695,Jeff Bridges Kevin Spacey Mary McCormack Alfre Woodard Ajay Naidu,Iain Softley
1016,Comedy Fantasy Romance Science Fiction,11232,Kate & Leopold,11.940711,118,6,418,Meg Ryan Hugh Jackman Liev Schreiber Breckin Meyer Natasha Lyonne,James Mangold
1017,Fantasy Comedy Romance,1636,Bedazzled,19.348007,93,5.6,512,Elizabeth Hurley Brendan Fraser Frances O'Connor Orlando Jones Paul Adelstein,Harold Ramis
1018,Music Drama Crime Romance,2148,The Cotton Club,8.59075,127,6.6,68,Richard Gere Gregory Hines Diane Lane Lonette McKee Bob Hoskins,Francis Ford Coppola
1019,Western,5176,3:10 to Yuma,48.801089,122,6.9,1188,Russell Crowe Christian Bale Logan Lerman Dallas Roberts Peter Fonda,James Mangold
1020,Thriller Action,260346,Taken 3,88.844777,109,6.1,2200,Liam Neeson Forest Whitaker Maggie Grace Famke Janssen Dougray Scott,Olivier Megaton
1021,Romance Comedy Crime,1389,Out of Sight,16.000178,123,6.5,333,George Clooney Jennifer Lopez Ving Rhames Don Cheadle Albert Brooks,Steven Soderbergh
1022,Comedy Drama Thriller,9894,The Cable Guy,19.525659,96,5.7,594,Jim Carrey Matthew Broderick Leslie Mann Jack Black George Segal,Ben Stiller
1023,Drama,7504,1947: Earth,1.246883,101,6.6,9,Aamir Khan Nandita Das Maia Sethna Kitu Gidwani Arif Zakaria,Deepa Mehta
1024,Adventure Action Comedy Thriller Crime,8592,Dick Tracy,7.859226,103,5.9,251,Warren Beatty Al Pacino Madonna Charlie Korsmo Glenne Headly,Warren Beatty
1025,Drama Crime Romance,913,The Thomas Crown Affair,18.102572,113,6.6,339,Pierce Brosnan Rene Russo Denis Leary Ben Gazzara Frankie Faison,John McTiernan
1027,Action Adventure Thriller War,1368,First Blood,63.071046,93,7.2,1488,Sylvester Stallone Richard Crenna Brian Dennehy Bill McKinney Jack Starrett,Ted Kotcheff
1029,Animation Comedy Family Fantasy Science Fiction,5393,Happily N'Ever After,10.410933,75,4.6,104,George Carlin Andy Dick Sarah Michelle Gellar Lisa Kaplan Michael McShane,Yvette Kaplan
1030,Drama Horror Thriller Romance,9095,Mary Reilly,6.067212,104,5.7,74,Julia Roberts John Malkovich George Cole Michael Gambon Glenn Close,Stephen Frears
1031,Comedy Romance,8874,My Best Friend's Wedding,15.401855,105,6.3,584,Julia Roberts Dermot Mulroney Cameron Diaz Rupert Everett Philip Bosco,P.J. Hogan
1032,Comedy Romance,11467,America's Sweethearts,10.698929,102,5.5,252,Julia Roberts Billy Crystal Catherine Zeta-Jones John Cusack Hank Azaria,Joe Roth
1033,Crime Mystery Thriller,320,Insomnia,41.322708,118,6.8,1148,Al Pacino Robin Williams Hilary Swank Maura Tierney Martin Donovan,Christopher Nolan
1034,Science Fiction Action Adventure Thriller,199,Star Trek: First Contact,25.6713,111,7,661,Patrick Stewart Jonathan Frakes Brent Spiner LeVar Burton Michael Dorn,Jonathan Frakes
1035,Action Western Drama Fantasy Thriller,20533,Jonah Hex,22.581313,80,4.4,420,Josh Brolin John Malkovich Megan Fox Michael Fassbender Will Arnett,Jimmy Hayward
1036,Drama Thriller Mystery War,10684,Courage Under Fire,12.971122,117,6.2,232,Denzel Washington Meg Ryan Lou Diamond Phillips Matt Damon Michael Moriarty,Edward Zwick
1037,Comedy,1624,Liar Liar,26.721386,86,6.4,1424,Jim Carrey Maura Tierney Cary Elwes Jennifer Tilly Swoosie Kurtz,Tom Shadyac
1038,Crime Drama Thriller,325789,The Infiltrator,24.672234,127,6.6,573,Bryan Cranston Diane Kruger John Leguizamo Daniel Mays Benjamin Bratt,Brad Furman
1039,Drama History War,113464,Inchon,0.146783,140,6.5,2,Laurence Olivier Jacqueline Bisset Ben Gazzara Toshir\u014d Mifune Richard Roundtree,Terence Young
1040,Fantasy Comedy Family,888,The Flintstones,28.964162,91,5,543,John Goodman Elizabeth Perkins Rick Moranis Rosie O'Donnell Kyle MacLachlan,Brian Levant
1041,Action Crime Thriller,82675,Taken 2,49.353524,91,6.1,2757,Liam Neeson Maggie Grace Famke Janssen Rade Serbedzija Luke Grimes,Olivier Megaton
1042,Comedy,4256,Scary Movie 3,36.585509,84,5.8,912,Pamela Anderson Jenny McCarthy Marny Eng Charlie Sheen Simon Rex,David Zucker
1043,Comedy Crime Action,1493,Miss Congeniality,32.624355,111,6.1,961,Sandra Bullock Benjamin Bratt Michael Caine Candice Bergen William Shatner,Donald Petrie
1044,Action Science Fiction Adventure Comedy Family,88751,Journey to the Center of the Earth,53.090422,93,5.8,1309,Brendan Fraser Josh Hutcherson Anita Briem Seth Meyers Jean Michel Par\u00e9,Eric Brevig
1046,Drama Mystery Thriller Crime,9944,The Pelican Brief,17.923254,141,6.3,371,Julia Roberts Denzel Washington Sam Shepard William Atherton John Lithgow,Alan J. Pakula
1047,Drama Thriller Crime Mystery,10731,The Client,17.746719,119,6.4,278,Susan Sarandon Tommy Lee Jones Mary-Louise Parker Anthony LaPaglia Bradley Whitford,Joel Schumacher
1048,Drama Comedy,7350,The Bucket List,31.305336,97,7,1111,Jack Nicholson Morgan Freeman Sean Hayes Beverly Todd Alfonso Freeman,Rob Reiner
1049,Drama Action Thriller Crime,9869,Patriot Games,19.637704,117,6.3,433,Harrison Ford Anne Archer Patrick Bergin Thora Birch James Fox,Phillip Noyce
1050,Romance Comedy,4379,Monster-in-Law,10.411996,101,5.6,406,Jennifer Lopez Jane Fonda Michael Vartan Wanda Sykes Adam Scott,Robert Luketic
1051,Drama Thriller Crime,146233,Prisoners,88.496873,153,7.9,3085,Hugh Jackman Jake Gyllenhaal Paul Dano Maria Bello Melissa Leo,Denis Villeneuve
1052,Action Crime Drama Thriller,2034,Training Day,52.081131,122,7.3,1634,Denzel Washington Ethan Hawke Scott Glenn Tom Berenger Harris Yulin,Antoine Fuqua
1053,Comedy Family Science Fiction,926,Galaxy Quest,30.816341,102,6.9,710,Tim Allen Sigourney Weaver Alan Rickman Tony Shalhoub Sam Rockwell,Dean Parisot
1054,Comedy,4248,Scary Movie 2,35.376971,83,5.4,982,Anna Faris Marlon Wayans James DeBello Shawn Wayans David Cross,Keenen Ivory Wayans
1055,Comedy Family Music,64328,The Muppets,17.047276,103,6.5,501,Amy Adams Jason Segel Emily Blunt John Krasinski Zach Galifianakis,James Bobin
1056,Horror Action,36647,Blade,43.815492,120,6.5,1905,Wesley Snipes Stephen Dorff Kris Kristofferson N'Bushe Wright Donal Logue,Stephen Norrington
1057,Drama,7214,Coach Carter,23.234651,136,7.3,496,Samuel L. Jackson Rob Brown Robert Ri'chard Rick Gonzalez Channing Tatum,Thomas Carter
1058,Action Adventure Crime Thriller,1537,Changing Lanes,17.270539,89,5.9,299,Ben Affleck Samuel L. Jackson Kim Staunton Toni Collette Sydney Pollack,Roger Michell
1059,Adventure Horror Thriller,9360,Anaconda,27.684779,89,4.7,610,Jennifer Lopez Ice Cube Jon Voight Eric Stoltz Owen Wilson,Luis Llosa
1060,Comedy,6282,Coyote Ugly,26.79781,100,5.8,575,Piper Perabo Adam Garcia John Goodman Izabella Miko Tyra Banks,David McNally
1061,Comedy Romance Drama,508,Love Actually,37.073127,135,7,1869,Keira Knightley Heike Makatsch Emma Thompson Laura Linney Hugh Grant,Richard Curtis
1062,Adventure Animation Comedy Family,9487,A Bug's Life,87.350802,95,6.8,2303,Kevin Spacey Julia Louis-Dreyfus Hayden Panettiere Phyllis Diller Bonnie Hunt,Andrew Stanton
1063,Horror Mystery Thriller,768,From Hell,26.134678,122,6.6,741,Johnny Depp Heather Graham Ian Holm Robbie Coltrane Ian Richardson,Albert Hughes
1064,Action Thriller,2636,The Specialist,16.582709,110,5.5,313,Sylvester Stallone Sharon Stone James Woods Rod Steiger Eric Roberts,Luis Llosa
1065,Comedy Drama Romance,10478,Tin Cup,10.731574,135,5.9,150,Kevin Costner Don Johnson Cheech Marin George Perez Rene Russo,Ron Shelton
1066,Comedy Drama Family,27983,"Yours, Mine and Ours",2.094151,111,6.2,26,Lucille Ball Henry Fonda Van Johnson Tom Bosley Louise Troy,Melville Shavelson
1067,Romance Comedy Family,9981,Kicking & Screaming,8.99269,95,5.6,176,Will Ferrell Robert Duvall Kate Walsh Musetta Vander Josh Hutcherson,Jesse Dylan
1068,Adventure Comedy Family Science Fiction,7453,The Hitchhiker's Guide to the Galaxy,51.742065,109,6.6,1315,Martin Freeman Zooey Deschanel Sam Rockwell Yasiin Bey John Malkovich,Garth Jennings
1069,Comedy Drama Family,15045,Fat Albert,7.157635,93,4.3,69,Kenan Thompson Shedrack Anderson III Jermaine Williams Keith Robinson Alphonso McAuley,Joel Zwick
1070,Horror Action Science Fiction,7737,Resident Evil: Extinction,12.06538,94,6.1,1292,Milla Jovovich Oded Fehr Ali Larter Iain Glen Mike Epps,Russell Mulcahy
1071,Comedy,232672,Blended,44.120328,117,6.6,1006,Drew Barrymore Adam Sandler Wendi McLendon-Covey Bella Thorne Terry Crews,Frank Coraci
1072,Adventure Comedy Drama,17379,Last Holiday,6.156015,112,6.4,119,Queen Latifah LL Cool J Timothy Hutton Giancarlo Esposito Alicia Witt,Wayne Wang
1073,Action Adventure Crime Thriller,8987,The River Wild,12.362876,111,6.1,210,Meryl Streep David Strathairn Kevin Bacon Benjamin Bratt John C. Reilly,Curtis Hanson
1074,Adventure Family Fantasy,11359,The Indian in the Cupboard,11.095914,96,5.9,134,Hal Scardino Litefoot Lindsay Crouse Richard Jenkins Rishi Bhat,Frank Oz
1075,Crime Drama Thriller,82525,Savages,31.856589,131,6.2,766,Blake Lively Taylor Kitsch Aaron Taylor-Johnson Benicio del Toro Salma Hayek,Oliver Stone
1076,Action Adventure Crime Thriller,9759,Cellular,24.459948,94,6.1,537,Chris Evans Kim Basinger Jason Statham Jessica Biel William H. Macy,David R. Ellis
1077,Adventure Action Comedy,9486,Johnny English,28.029015,88,6,852,Rowan Atkinson John Malkovich Natalie Imbruglia Tasha de Vasconcelos Ben Miller,Peter Howitt
1078,Fantasy Adventure Animation Comedy Family,9906,The Ant Bully,20.239061,88,5.5,366,Julia Roberts Meryl Streep Nicolas Cage Paul Giamatti Bruce Campbell,John A. Davis
1079,Action Science Fiction Adventure,841,Dune,25.876582,137,6.5,562,Kyle MacLachlan Francesca Annis Leonardo Cimino Brad Dourif Jos\u00e9 Ferrer,David Lynch
1080,Adventure Drama Music Romance,4688,Across the Universe,11.872841,133,7.1,410,Evan Rachel Wood Jim Sturgess Joe Anderson Dana Fuchs Martin Luther,Julie Taymor
1081,Drama Romance,4148,Revolutionary Road,20.360549,119,6.7,796,Leonardo DiCaprio Kate Winslet Michael Shannon Kathryn Hahn David Harbour,Sam Mendes
1082,Action Adventure Crime Thriller,2207,16 Blocks,32.31022,105,6.2,661,Bruce Willis Yasiin Bey David Morse Jenna Stern David Zayas,Richard Donner
1083,Action Adventure Science Fiction Thriller,9381,Babylon A.D.,27.568194,101,5.4,676,Vin Diesel Michelle Yeoh M\u00e9lanie Thierry Lambert Wilson Charlotte Rampling,Mathieu Kassovitz
1084,Action Adventure Crime Drama Thriller,9625,The Glimmer Man,6.250282,92,4.7,100,Steven Seagal Keenen Ivory Wayans Bob Gunton Brian Cox Michelle Johnson,John Gray
1085,Comedy Fantasy Science Fiction,9304,Multiplicity,11.120344,117,5.5,154,Michael Keaton Andie MacDowell Harris Yulin Eugene Levy Zack Duhame,Harold Ramis
1086,Adventure Comedy Family Fantasy Science Fiction,20856,Aliens in the Attic,13.707183,86,5.3,244,Carter Jenkins Austin Butler Kevin Nealon Robert Hoffman Doris Roberts,John Schultz
